50 33 2.9327424838451948 2.310042986096121 2.132555278210809 1.9384092349984403 2.914952109460184
100 50 2.991414478077481 2.3727850982788947 2.2554311189729725 1.9874424774180246 2.937428845943918
150 67 2.991414478077481 2.399176226340989 2.3909343894225565 2.0000783314224497 2.940495020725888
200 79 2.991414478077481 2.4252603360473945 2.4403569056898426 2.0002494965485558 2.945912099367882
250 92 2.991414478077481 2.4210413923367513 2.4228335567641146 2.000494366747948 2.94294492112267
300 101 2.991414478077481 2.4494613633475204 2.4457513494643157 2.000527691320526 2.9450004286868645
350 113 2.9955034986051325 2.4431423774994196 2.4452338265576903 2.000498069478234 2.952997711367186
400 125 2.9955034986051325 2.4409965690099 2.4452338265576903 2.000259610544182 2.965116379748521
450 134 2.9955034986051325 2.4356341204443512 2.4427953661237662 2.0002733595489635 2.9589293048570613
500 147 2.9955034986051325 2.4284574827607788 2.4403569056898426 2.000262665878578 2.953557423432111
550 151 2.9955034986051325 2.435215027608117 2.4452338265576903 2.0002175668548885 2.9531842820554943
600 158 2.9955034986051325 2.4306254117784576 2.4427953661237662 2.0001809547142555 2.95617949379419
650 168 2.9955034986051325 2.445425416210744 2.4484182985624403 2.0001786909804826 2.973542160032533
700 176 2.999826781338826 2.44305426882639 2.445492588011003 2.0001805019675007 2.971529880046542
750 180 2.999826781338826 2.4498175862155174 2.4516433727065277 2.00018140746101 2.970523740053547
800 189 2.999826781338826 2.444070435520954 2.4457513494643157 2.00017891735386 2.969309799357736
850 200 2.999826781338826 2.4426402090224943 2.445492588011003 2.0000947177018786 2.9679864915235874
900 208 2.999826781338826 2.4342744764712623 2.438630562512924 2.0001176630739934 2.9665548336671446
950 217 2.999826781338826 2.438040032943226 2.4452338265576903 2.0000246220075795 2.9683473936601734
1000 224 2.999826781338826 2.454231219695042 2.4880709072300675 2.000107001193146 2.967355295992929
1050 229 2.999826781338826 2.4545744950843558 2.479340985442311 2.0001203285442055 2.9665038046288235
1100 236 2.999826781338826 2.4563134682428727 2.4880709072300675 2.000138986835689 2.965913220280052
1150 242 2.999826781338826 2.4573969134883975 2.4987055983365645 2.0001532734764274 2.9644431868928987
1200 261 2.999826781338826 2.4541938272758275 2.5006103676553058 2.0001523141867485 2.96446022535497
1250 268 2.999826781338826 2.4493470182896924 2.4880709072300675 2.0001590292145006 2.9643409561204703
1300 274 2.999826781338826 2.449247996035376 2.4987055983365645 2.000133655895265 2.9664944182500848
1350 278 2.999826781338826 2.4506551119927757 2.4987055983365645 2.0000922796807092 2.9653320223100192
1400 283 2.999826781338826 2.4533439242503765 2.501475818900029 2.0000586541717067 2.964426148430827
1450 290 2.999826781338826 2.4459904301774817 2.4880709072300675 2.000074346075908 2.9643068791963274
1500 299 2.999826781338826 2.4396019164737783 2.4522014977524904 2.0000274263551487 2.9649205529161007
1550 305 2.999826781338826 2.433953673321781 2.4403569056898426 2.0000328035277053 2.968142845844017
1600 312 2.999826781338826 2.4409652071467565 2.4667278387115674 2.0000421516964306 2.9696074178063374
1650 322 2.999826781338826 2.4368155012494443 2.448976423608403 2.000027125779372 2.968833337185713
1700 325 2.999826781338826 2.4349209452596647 2.4457513494643157 2.0000271788221564 2.968142845844017
1750 337 2.999826781338826 2.424728467456181 2.4285166112019434 2.000024339112731 2.9653808804772317
1800 342 2.999826781338826 2.424061704879404 2.427525552779836 2.000027125779372 2.9644431868928987
1850 351 2.999826781338826 2.422969188240491 2.4358398115378437 2.0000272849077243 2.964289840734256
1900 360 2.999826781338826 2.4201372362749396 2.4321782113698935 2.000027444036077 2.9641364945756132
1950 367 2.999826781338826 2.4184037201618147 2.4265344943577283 2.000035474433055 2.9623149432425464
2000 373 2.999826781338826 2.417464785325514 2.4265344943577283 2.0000434871491057 2.9605104303715515
2050 377 2.999826781338826 2.41629456680392 2.4232200777244373 2.0000273909932926 2.959307421790888
2100 385 2.999826781338826 2.410132503900055 2.395304388176755 2.0000328035277053 2.957306957667587
2150 393 2.999826781338826 2.4052537016272955 2.3783881437346137 2.0000434871491057 2.955712046582312
2200 394 2.999826781338826 2.4042960793830837 2.3741954115905486 2.000044822601781 2.9555126826966522
2250 403 2.999826781338826 2.39899228951437 2.356378153281227 2.0000586541717067 2.9539305648087284
2300 409 2.999826781338826 2.395963988350608 2.344791951586882 2.0000385812073485 2.9533708527438027
2350 417 2.999826781338826 2.397234637546673 2.347992922670284 2.0000489742494536 2.9526245699905687
2400 423 2.999826781338826 2.3953372566366693 2.347992922670284 2.0000586541717067 2.952162012585975
2450 429 2.999826781338826 2.395519781378388 2.347992922670284 2.000072104375308 2.951893764502044
2500 435 2.999826781338826 2.3959133852788983 2.344791951586882 2.0000463759889273 2.956849238369995
2550 441 2.999826781338826 2.3953242537566504 2.3442879671054646 2.000054170770506 2.956311306295611
2600 447 2.999826781338826 2.3985004643316428 2.344791951586882 2.000035982946822 2.9556530550560387
2650 452 2.999826781338826 2.3967929241238153 2.3437140963321594 2.000042478598138 2.955104512356395
2700 456 2.999826781338826 2.394610718274002 2.3369527454538135 2.0000476751191902 2.9546656781966805
2750 459 2.999826781338826 2.392616381405303 2.3318888460125806 2.00005157250998 2.954336552576894
2800 461 2.999826781338826 2.3930147066437173 2.3318888460125806 2.0000281881652433 2.954117135497037
2850 467 2.999826781338826 2.3918706822440043 2.33019243954836 2.000035982946822 2.953557423432111
2900 473 2.999826781338826 2.3936904018387217 2.3318888460125806 2.000043777728401 2.952997711367186
2950 481 2.999826781338826 2.3925743329723193 2.3318888460125806 2.0000281881652433 2.952251428613952
3000 488 2.999826781338826 2.392477310063315 2.3310406427804704 2.0000372820770855 2.9519384725160323
3050 494 2.999826781338826 2.393119772486602 2.333041256539194 2.0000450768586644 2.9516702244321014
3100 497 2.999826781338826 2.392891405126092 2.334193667065808 2.0000489742494536 2.951536100390136
3150 501 2.999826781338826 2.3933996512118387 2.334193667065808 2.000054170770506 2.951357268334182
3200 505 2.999826781338826 2.3910861311998914 2.33019243954836 2.0000631375729068 2.9512947640825677
3250 512 2.999826781338826 2.3904504786872267 2.3297252207593555 2.000078829477108 2.951185381642242
3300 522 2.999826781338826 2.3899419308141434 2.3310406427804704 2.0000564124711064 2.950813802115789
3350 532 2.999826781338826 2.388668513208332 2.3297252207593555 2.000042478598138 2.948504352512586
3400 537 2.999826781338826 2.387634826806586 2.329258001970351 2.0000489742494536 2.947349627710984
3450 546 2.999826781338826 2.3850637861323003 2.3185536990867615 2.0000593120184753 2.9460694930739932
3500 552 2.999826781338826 2.386478363579872 2.3245097935731196 2.000065481516038 2.9485043525125856
3550 558 2.999826781338826 2.387260165923356 2.3245097935731196 2.000071651013601 2.9471186827506637
3600 561 2.999826781338826 2.3861890718042216 2.329258001970351 2.0000747357623823 2.946425847869703
3650 566 2.999826781338826 2.387018638347724 2.32954164977616 2.000080803017414 2.9460694930739932
3700 570 2.999826781338826 2.3884968075188198 2.330008868565164 2.00008565682144 2.9457844092374255
3750 574 2.999826781338826 2.3861209115904956 2.3245097935731196 2.000090510625465 2.945499325400858
3800 580 2.999826781338826 2.3847755729939992 2.3185536990867615 2.0000737075127883 2.9450716996460065
3850 585 2.999826781338826 2.3851574047164257 2.317345812997634 2.0000795895664076 2.9446009306272503
3900 590 2.999826781338826 2.3852969466707696 2.3185536990867615 2.00008565682144 2.9441015580527323
3950 598 2.999826781338826 2.380838925178633 2.301927199882547 2.000071651013601 2.943302561933504
4000 604 2.999826781338826 2.378013693536118 2.2964229827424796 2.0000774291582535 2.9425567035700566
4050 615 2.999826781338826 2.3756902388589505 2.286444370870212 2.000087304943114 2.9409205092346875
4100 621 2.999826781338826 2.376458261426071 2.2946818574711285 2.000092691734856 2.940028039597214
4150 628 2.999826781338826 2.3752910450096714 2.29056311417067 2.000094901301535 2.939975438886049
4200 633 2.999826781338826 2.375831443912162 2.2946818574711285 2.0000964795634486 2.9399378669495024
4250 639 2.999826781338826 2.3769907786742523 2.2981641080138306 2.0000983734777447 2.9398927806256467
4300 648 2.999826781338826 2.377989299727921 2.298236042889246 2.0001176630739934 2.9386674458479014
4350 655 2.999826781338826 2.379492088194731 2.3050748317575946 2.000136321365477 2.9374571398447746
4400 660 2.999826781338826 2.377876604968431 2.2985437728860805 2.000098953035038 2.936592635556827
4450 670 2.999826781338826 2.3769291387154348 2.2985437728860805 2.000122994014417 2.9352817109618337
